model,dim_i,dim_j,tau_correct,tau_incorrect,delta,abs_delta
Reka-Flash,VO,GS,0.0925,0.0092,+0.0832,0.0832
Reka-Flash,AS,GS,0.1823,0.1042,+0.0782,0.0782
Reka-Flash,QLl,CL,0.2098,0.2875,-0.0777,0.0777
Reka-Flash,KNf,QLq,0.3530,0.2760,+0.0769,0.0769
Reka-Flash,AT,QLq,0.2655,0.1902,+0.0754,0.0754
Reka-Flash,QLq,CL,0.0573,0.1295,-0.0722,0.0722
Reka-Flash,AS,MA,0.2892,0.3607,-0.0715,0.0715
Reka-Flash,MCr,QLl,0.3388,0.4103,-0.0715,0.0715
Reka-Flash,MCr,CL,0.1826,0.2490,-0.0664,0.0664
Reka-Flash,MCr,MCu,0.4213,0.3553,+0.0660,0.0660
Reka-Flash,AT,KNf,0.0694,0.1348,-0.0654,0.0654
Reka-Flash,VL,MCr,0.3023,0.3641,-0.0618,0.0618
Reka-Flash,AS,KNf,-0.0443,0.0171,-0.0614,0.0614
Reka-Flash,GS,KNf,0.0046,0.0653,-0.0606,0.0606
Reka-Flash,MCr,KNf,0.1266,0.0665,+0.0601,0.0601
Reka-Flash,MA,KNf,0.0482,0.1074,-0.0592,0.0592
Reka-Flash,VO,AT,0.3069,0.2479,+0.0591,0.0591
Reka-Flash,GS,QLq,-0.1472,-0.0884,-0.0588,0.0588
Reka-Flash,AS,MCu,0.3593,0.3031,+0.0562,0.0562
Reka-Flash,VL,GS,0.0230,-0.0314,+0.0544,0.0544
Reka-Flash,MCr,MA,0.2408,0.2940,-0.0532,0.0532
Reka-Flash,VL,AT,0.1719,0.1194,+0.0525,0.0525
Reka-Flash,VL,MA,0.3269,0.3696,-0.0427,0.0427
Reka-Flash,AS,VO,0.2709,0.3134,-0.0424,0.0424
Reka-Flash,VL,CL,0.1594,0.1263,+0.0332,0.0332
Reka-Flash,QLl,QLq,0.4089,0.4404,-0.0315,0.0315
Reka-Flash,AS,QLq,0.1230,0.0933,+0.0297,0.0297
Reka-Flash,VL,QLl,0.2398,0.2679,-0.0281,0.0281
Reka-Flash,VO,CL,0.2453,0.2175,+0.0278,0.0278
Reka-Flash,AS,MCr,0.4707,0.4430,+0.0277,0.0277
Reka-Flash,VL,MCu,0.1635,0.1897,-0.0263,0.0263
Reka-Flash,MA,AT,0.1504,0.1245,+0.0259,0.0259
Reka-Flash,VL,QLq,0.1228,0.0978,+0.0250,0.0250
Reka-Flash,MCr,GS,0.0642,0.0890,-0.0248,0.0248
Reka-Flash,MCu,CL,0.1992,0.2223,-0.0230,0.0230
Reka-Flash,QLl,KNf,0.1541,0.1318,+0.0222,0.0222
Reka-Flash,VO,QLl,0.3512,0.3725,-0.0213,0.0213
Reka-Flash,MA,QLl,0.3343,0.3151,+0.0192,0.0192
Reka-Flash,MCr,AT,0.3798,0.3643,+0.0155,0.0155
Reka-Flash,MCr,QLq,0.2281,0.2127,+0.0154,0.0154
Reka-Flash,MCu,GS,0.1519,0.1388,+0.0132,0.0132
Reka-Flash,MA,VO,0.3053,0.3183,-0.0130,0.0130
Reka-Flash,AT,CL,0.2466,0.2564,-0.0097,0.0097
Reka-Flash,GS,CL,0.3701,0.3621,+0.0080,0.0080
Reka-Flash,MCu,AT,0.3777,0.3703,+0.0074,0.0074
Reka-Flash,MA,GS,-0.0108,-0.0176,+0.0069,0.0069
Reka-Flash,MA,CL,0.0884,0.0815,+0.0068,0.0068
Reka-Flash,AS,CL,0.1567,0.1621,-0.0054,0.0054
Reka-Flash,MCu,VO,0.2371,0.2403,-0.0033,0.0033
Reka-Flash,AT,GS,0.2074,0.2063,+0.0012,0.0012
Reka-Flash,MCu,KNf,0.1953,0.1960,-0.0006,0.0006
SPHINX-V2-13B,MA,AT,0.2981,0.0986,+0.1996,0.1996
SPHINX-V2-13B,VL,AT,0.2835,0.1039,+0.1796,0.1796
SPHINX-V2-13B,MCr,KNf,0.2138,0.0698,+0.1440,0.1440
SPHINX-V2-13B,GS,KNf,0.1631,0.0224,+0.1406,0.1406
SPHINX-V2-13B,MCu,CL,0.3296,0.1900,+0.1395,0.1395
SPHINX-V2-13B,VL,KNf,0.0603,-0.0789,+0.1393,0.1393
SPHINX-V2-13B,MA,CL,0.1900,0.0586,+0.1314,0.1314
SPHINX-V2-13B,MCr,VO,0.2365,0.3663,-0.1298,0.1298
SPHINX-V2-13B,MCr,GS,-0.0215,0.1032,-0.1247,0.1247
SPHINX-V2-13B,MA,GS,0.0832,-0.0386,+0.1217,0.1217
SPHINX-V2-13B,AT,QLl,0.3473,0.2286,+0.1187,0.1187
SPHINX-V2-13B,VO,QLl,0.2619,0.3801,-0.1182,0.1182
SPHINX-V2-13B,VO,AT,0.1580,0.2760,-0.1180,0.1180
SPHINX-V2-13B,VL,QLq,0.1954,0.0816,+0.1138,0.1138
SPHINX-V2-13B,MA,VO,0.2125,0.3250,-0.1125,0.1125
SPHINX-V2-13B,VO,CL,0.1265,0.2344,-0.1079,0.1079
SPHINX-V2-13B,VL,CL,0.2137,0.1129,+0.1008,0.1008
SPHINX-V2-13B,GS,CL,0.2836,0.3820,-0.0984,0.0984
SPHINX-V2-13B,AS,VO,0.2154,0.3121,-0.0967,0.0967
SPHINX-V2-13B,KNf,CL,0.2164,0.1200,+0.0964,0.0964
SPHINX-V2-13B,VL,MCr,0.4254,0.3344,+0.0910,0.0910
SPHINX-V2-13B,QLq,CL,0.1860,0.0967,+0.0893,0.0893
SPHINX-V2-13B,VO,GS,-0.0430,0.0411,-0.0841,0.0841
SPHINX-V2-13B,AS,CL,0.2181,0.1441,+0.0741,0.0741
SPHINX-V2-13B,MCr,QLl,0.3231,0.3959,-0.0727,0.0727
SPHINX-V2-13B,AS,KNf,0.0590,-0.0071,+0.0661,0.0661
SPHINX-V2-13B,MCr,MCu,0.3204,0.3864,-0.0660,0.0660
SPHINX-V2-13B,VO,QLq,0.2624,0.3279,-0.0655,0.0655
SPHINX-V2-13B,QLl,KNf,0.1940,0.1305,+0.0635,0.0635
SPHINX-V2-13B,AS,MCr,0.3957,0.4590,-0.0633,0.0633
SPHINX-V2-13B,VL,MA,0.4096,0.3487,+0.0610,0.0610
SPHINX-V2-13B,VL,MCu,0.2342,0.1740,+0.0602,0.0602
SPHINX-V2-13B,MA,QLq,0.2929,0.2340,+0.0590,0.0590
SPHINX-V2-13B,VO,KNf,0.1537,0.0959,+0.0578,0.0578
SPHINX-V2-13B,MCu,GS,0.1827,0.1282,+0.0544,0.0544
SPHINX-V2-13B,MCu,MA,0.1536,0.2076,-0.0540,0.0540
SPHINX-V2-13B,AS,MA,0.3038,0.3501,-0.0463,0.0463
SPHINX-V2-13B,AT,GS,0.1694,0.2145,-0.0451,0.0451
SPHINX-V2-13B,MCu,QLl,0.2176,0.2611,-0.0434,0.0434
SPHINX-V2-13B,MCr,CL,0.1926,0.2339,-0.0413,0.0413
SPHINX-V2-13B,MCr,MA,0.2458,0.2869,-0.0410,0.0410
SPHINX-V2-13B,GS,QLq,-0.0674,-0.1067,+0.0393,0.0393
SPHINX-V2-13B,AS,AT,0.3169,0.2781,+0.0388,0.0388
SPHINX-V2-13B,AT,KNf,0.1522,0.1138,+0.0385,0.0385
SPHINX-V2-13B,QLl,QLq,0.3982,0.4352,-0.0370,0.0370
SPHINX-V2-13B,VL,GS,0.0090,-0.0276,+0.0366,0.0366
SPHINX-V2-13B,AT,CL,0.2816,0.2456,+0.0360,0.0360
SPHINX-V2-13B,VL,AS,0.4253,0.3898,+0.0355,0.0355
SPHINX-V2-13B,VL,QLl,0.2330,0.2613,-0.0283,0.0283
SPHINX-V2-13B,MCu,QLq,0.2220,0.2497,-0.0277,0.0277
SPHINX-V2-13B,MCu,KNf,0.2207,0.1955,+0.0252,0.0252
SPHINX-V2-13B,MA,QLl,0.2989,0.3216,-0.0227,0.0227
SPHINX-V2-13B,MCr,QLq,0.2266,0.2061,+0.0204,0.0204
SPHINX-V2-13B,MCu,AT,0.3905,0.3705,+0.0200,0.0200
SPHINX-V2-13B,MCu,VO,0.2560,0.2375,+0.0185,0.0185
SPHINX-V2-13B,KNf,QLq,0.2881,0.3055,-0.0173,0.0173
SPHINX-V2-13B,GS,QLl,0.0407,0.0248,+0.0160,0.0160
SPHINX-V2-13B,AS,GS,0.1379,0.1242,+0.0138,0.0138
SPHINX-V2-13B,MCr,AT,0.3586,0.3700,-0.0114,0.0114
SPHINX-V2-13B,MA,KNf,0.1053,0.0962,+0.0091,0.0091
SPHINX-V2-13B,AS,QLq,0.1044,0.0963,+0.0082,0.0082
SPHINX-V2-13B,QLl,CL,0.2734,0.2659,+0.0076,0.0076
SPHINX-V2-13B,AS,MCu,0.3254,0.3180,+0.0074,0.0074
SPHINX-V2-13B,AS,QLl,0.2287,0.2221,+0.0066,0.0066
SPHINX-V2-13B,VL,VO,0.2925,0.2876,+0.0049,0.0049
SPHINX-V2-13B,AT,QLq,0.2109,0.2082,+0.0027,0.0027
VILA-1-5-40B,MA,QLl,0.1273,0.3780,-0.2506,0.2506
VILA-1-5-40B,MCu,VO,0.3955,0.2014,+0.1941,0.1941
VILA-1-5-40B,VL,QLl,0.1134,0.3042,-0.1908,0.1908
VILA-1-5-40B,VL,MCr,0.2107,0.3872,-0.1765,0.1765
VILA-1-5-40B,AS,MCu,0.4363,0.2834,+0.1529,0.1529
VILA-1-5-40B,VL,VO,0.1690,0.3160,-0.1470,0.1470
VILA-1-5-40B,VL,GS,-0.1134,0.0289,-0.1423,0.1423
VILA-1-5-40B,VL,AS,0.2912,0.4285,-0.1373,0.1373
VILA-1-5-40B,MA,VO,0.2070,0.3416,-0.1346,0.1346
VILA-1-5-40B,VL,CL,0.0346,0.1526,-0.1180,0.1180
VILA-1-5-40B,MA,QLq,0.1625,0.2739,-0.1114,0.1114
VILA-1-5-40B,VO,QLl,0.2795,0.3906,-0.1110,0.1110
VILA-1-5-40B,MCr,QLq,0.3023,0.1936,+0.1088,0.1088
VILA-1-5-40B,MCr,CL,0.1433,0.2502,-0.1069,0.1069
VILA-1-5-40B,AT,GS,0.1343,0.2385,-0.1042,0.1042
VILA-1-5-40B,GS,QLl,-0.0506,0.0518,-0.1024,0.1024
VILA-1-5-40B,AT,CL,0.1730,0.2751,-0.1020,0.1020
VILA-1-5-40B,AT,QLl,0.3271,0.2279,+0.0993,0.0993
VILA-1-5-40B,MCr,MCu,0.4519,0.3568,+0.0951,0.0951
VILA-1-5-40B,MA,AT,0.2067,0.1161,+0.0907,0.0907
VILA-1-5-40B,GS,CL,0.2996,0.3898,-0.0903,0.0903
VILA-1-5-40B,MCu,MA,0.2740,0.1853,+0.0887,0.0887
VILA-1-5-40B,MCr,KNf,0.1501,0.0617,+0.0884,0.0884
VILA-1-5-40B,AS,AT,0.3533,0.2649,+0.0883,0.0883
VILA-1-5-40B,MCr,MA,0.2191,0.3056,-0.0866,0.0866
VILA-1-5-40B,AT,QLq,0.2783,0.1923,+0.0860,0.0860
VILA-1-5-40B,QLq,CL,0.0449,0.1276,-0.0828,0.0828
VILA-1-5-40B,VL,KNf,-0.1256,-0.0438,-0.0818,0.0818
VILA-1-5-40B,MA,GS,0.0481,-0.0333,+0.0814,0.0814
VILA-1-5-40B,AS,CL,0.0955,0.1763,-0.0809,0.0809
VILA-1-5-40B,AS,QLq,0.1642,0.0839,+0.0803,0.0803
VILA-1-5-40B,VL,QLq,0.0443,0.1245,-0.0802,0.0802
VILA-1-5-40B,QLl,CL,0.2082,0.2839,-0.0757,0.0757
VILA-1-5-40B,MCr,AT,0.4275,0.3533,+0.0743,0.0743
VILA-1-5-40B,VO,GS,0.0944,0.0215,+0.0729,0.0729
VILA-1-5-40B,MCu,KNf,0.2461,0.1778,+0.0683,0.0683
VILA-1-5-40B,VL,MA,0.3162,0.3814,-0.0652,0.0652
VILA-1-5-40B,VO,KNf,0.1442,0.0797,+0.0645,0.0645
VILA-1-5-40B,VL,MCu,0.1382,0.2024,-0.0642,0.0642
VILA-1-5-40B,MCr,GS,0.0418,0.1051,-0.0633,0.0633
VILA-1-5-40B,GS,QLq,-0.1428,-0.0894,-0.0534,0.0534
VILA-1-5-40B,MCr,QLl,0.4311,0.3784,+0.0527,0.0527
VILA-1-5-40B,KNf,CL,0.0955,0.1458,-0.0503,0.0503
VILA-1-5-40B,VO,AT,0.3039,0.2539,+0.0500,0.0500
VILA-1-5-40B,AS,GS,0.1695,0.1206,+0.0489,0.0489
VILA-1-5-40B,AS,QLl,0.1952,0.2406,-0.0453,0.0453
VILA-1-5-40B,MCu,CL,0.2468,0.2018,+0.0450,0.0450
VILA-1-5-40B,MCu,QLl,0.2897,0.2469,+0.0427,0.0427
VILA-1-5-40B,KNf,QLq,0.3280,0.2875,+0.0405,0.0405
VILA-1-5-40B,VO,QLq,0.2975,0.3328,-0.0353,0.0353
VILA-1-5-40B,MCu,GS,0.1185,0.1493,-0.0308,0.0308
VILA-1-5-40B,MA,KNf,0.1135,0.0852,+0.0283,0.0283
VILA-1-5-40B,QLl,QLq,0.4521,0.4250,+0.0271,0.0271
VILA-1-5-40B,MA,CL,0.0601,0.0868,-0.0267,0.0267
VILA-1-5-40B,MCu,QLq,0.2661,0.2425,+0.0237,0.0237
VILA-1-5-40B,AS,VO,0.2833,0.3069,-0.0236,0.0236
VILA-1-5-40B,MCu,AT,0.3938,0.3702,+0.0236,0.0236
VILA-1-5-40B,AS,MCr,0.4323,0.4555,-0.0232,0.0232
VILA-1-5-40B,AS,MA,0.3638,0.3445,+0.0193,0.0193
VILA-1-5-40B,AT,KNf,0.1018,0.1191,-0.0173,0.0173
VILA-1-5-40B,VO,CL,0.2306,0.2205,+0.0101,0.0101
VILA-1-5-40B,QLl,KNf,0.1410,0.1334,+0.0076,0.0076
VILA-1-5-40B,AS,KNf,0.0038,-0.0031,+0.0070,0.0070
VILA-1-5-40B,GS,KNf,0.0445,0.0503,-0.0058,0.0058
VILA-1-5-40B,VL,AT,0.1292,0.1346,-0.0055,0.0055
VILA-1-5-40B,MCr,VO,0.3531,0.3561,-0.0030,0.0030
